index,movieId,title
90,97,La Haine
91,100,City Hall
92,101,Bottle Rocket
93,102,Mr. Wrong
94,103,Unforgettable
95,104,Happy Gilmore
96,105,The Bridges of Madison County
97,106,Nobody Loves Me
98,107,Muppet Treasure Island
99,108,Catwalk
100,110,Braveheart
101,111,Taxi Driver
102,112,Rumble in the Bronx
103,113,Before and After
104,114,Margaret's Museum
105,116,Anne Frank Remembered
106,117,The Young Poisoner's Handbook
107,118,If Lucy Fell
108,119,Steal Big Steal Little
109,120,Race the Sun
110,122,Boomerang
111,123,Chungking Express
112,124,The Star Maker
113,125,Flirting with Disaster
114,126,The Neverending Story III: Escape from Fantasia
115,129,Pie in the Sky
116,131,Frankie Starlight
117,132,Jade
118,135,Down Periscope
119,137,Man of the Year
120,138,The Neon Bible
121,140,Up Close & Personal
122,141,The Birdcage
123,144,The Brothers McMullen
124,145,Bad Boys
125,146,The Amazing Panda Adventure
126,147,The Basketball Diaries
127,148,An Awfully Big Adventure
128,149,Amateur
129,150,Apollo 13
130,151,Rob Roy
131,152,The Addiction
132,153,Batman Forever
133,154,Belle de Jour
134,155,Beyond Rangoon
135,156,Blue in the Face
136,157,Canadian Bacon
137,158,Casper
138,159,Clockers
139,160,Congo
140,161,Crimson Tide
141,162,Crumb
142,163,Desperado
143,164,Devil in a Blue Dress
144,165,Die Hard: With a Vengeance
145,166,The Doom Generation
146,168,First Knight
147,169,Free Willy 2 - The Adventure Home
148,170,Hackers
149,171,Jeffrey
150,172,Johnny Mnemonic
151,173,Judge Dredd
152,174,Jury Duty
153,175,Kids
154,176,Living in Oblivion
155,177,Lord of Illusions
156,178,Love & Human Remains
157,179,Mad Love
158,180,Mallrats
159,181,Mighty Morphin Power Rangers: The Movie
160,182,Moonlight and Valentino
161,183,Mute Witness
162,184,Nadja
163,185,The Net
164,186,Nine Months
165,187,Party Girl
166,188,The Prophecy
167,189,Reckless
168,190,Safe
169,191,The Scarlet Letter
170,193,Showgirls
171,194,Smoke
172,195,Something to Talk About
173,196,Species
174,198,Strange Days
175,199,The Umbrellas of Cherbourg
176,200,The Tie That Binds
177,201,Three Wishes
178,202,Total Eclipse
179,203,"To Wong Foo, Thanks for Everything! Julie Newmar"
180,204,Under Siege 2: Dark Territory
181,205,Unstrung Heroes
182,206,Unzipped
183,207,A Walk in the Clouds
184,208,Waterworld
185,209,White Man's Burden
186,210,Wild Bill
187,211,The Browning Version
188,212,Bushwhacked
189,213,Burnt by the Sun
190,214,Before the Rain
191,215,Before Sunrise
192,216,Billy Madison
193,217,The Babysitter
194,218,Boys on the Side
195,219,The Cure
196,222,Circle of Friends
197,223,Clerks
198,224,Don Juan DeMarco
199,225,Disclosure
200,227,Drop Zone
201,228,Destiny Turns on the Radio
202,229,Death and the Maiden
203,230,Dolores Claiborne
204,231,Dumb and Dumber
205,232,Eat Drink Man Woman
206,233,Exotica
207,234,Exit to Eden
208,235,Ed Wood
209,236,French Kiss
210,237,Forget Paris
211,238,Far from Home: The Adventures of Yellow Dog
212,239,A Goofy Movie
213,240,Hideaway
214,241,Fluke
215,242,Farinelli
216,243,Gordy
217,244,Gumby: The Movie
218,245,The Glass Shield
219,246,Hoop Dreams
220,247,Heavenly Creatures
221,248,Houseguest
222,249,Immortal Beloved
223,250,Heavyweights
224,251,The Hunted
225,252,I.Q.
226,253,Interview with the Vampire
227,254,Jefferson in Paris
228,255,The Jerky Boys
229,256,Junior
230,257,Just Cause
231,258,A Kid in King Arthur's Court
232,259,Kiss of Death
233,260,Star Wars
234,261,Little Women
235,262,A Little Princess
236,263,Ladybird Ladybird
237,264,L'Enfer
238,265,Like Water for Chocolate
239,266,Legends of the Fall
240,267,Major Payne
241,268,Little Odessa
242,269,Mi Vida Loca
243,270,Love Affair
244,271,Losing Isaiah
245,272,The Madness of King George
246,273,Mary Shelley's Frankenstein
247,274,Man of the House
248,275,Mixed Nuts
249,276,Milk Money
250,277,Miracle on 34th Street
251,278,Miami Rhapsody
252,279,My Family
253,280,Murder in the First
254,281,Nobody's Fool
255,282,Nell
256,283,New Jersey Drive
257,287,Nina Takes a Lover
258,288,Natural Born Killers
259,289,Only You
260,290,Once Were Warriors
261,292,Outbreak
262,293,Leon: The Professional
263,294,The Perez Family
264,295,A Pyromaniac's Love Story
265,296,Pulp Fiction
266,297,Panther
267,298,Pushing Hands
268,299,Priest
269,300,Quiz Show
270,301,Picture Bride
271,302,Queen Margot
272,303,The Quick and the Dead
273,304,Roommates
274,305,Prêt-à-Porter
275,306,Three Colors: Red
276,307,Three Colors: Blue
277,308,Three Colors: White
278,309,"Red Firecracker, Green Firecracker"
279,312,Stuart Saves His Family
280,313,The Swan Princess
281,314,The Secret of Roan Inish
282,315,The Specialist
283,316,Stargate
284,317,The Santa Clause
285,318,The Shawshank Redemption
286,319,Shallow Grave
287,320,Suture
288,321,Strawberry and Chocolate
289,322,Swimming with Sharks
290,324,The Sum of Us
291,325,Senior Trip
292,326,To Live
293,327,Tank Girl
294,328,Tales from the Crypt: Demon Knight
295,329,Star Trek: Generations
296,330,Tales from the Hood
297,331,Tom & Viv
298,332,Village of the Damned
299,333,Tommy Boy
300,334,Vanya on 42nd Street
301,335,The Underneath
302,336,The Walking Dead
303,337,What's Eating Gilbert Grape
304,338,Virtuosity
305,339,While You Were Sleeping
306,340,The War
307,341,Double Happiness
308,342,Muriel's Wedding
309,343,The Baby-Sitters Club
310,344,Ace Ventura: Pet Detective
311,345,"The Adventures of Priscilla, Queen of the Desert"
312,346,Backbeat
313,347,Bitter Moon
314,348,Bullets Over Broadway
315,349,Clear and Present Danger
316,350,The Client
317,351,"Corrina, Corrina"
318,352,Crooklyn
319,353,The Crow
320,354,Cobb
321,355,The Flintstones
322,356,Forrest Gump
323,357,Four Weddings and a Funeral
324,358,Higher Learning
325,359,I Like It Like That
326,360,I Love Trouble
327,361,It Could Happen to You
328,362,The Jungle Book
329,363,"The Wonderful, Horrible Life of Leni Riefenstahl"
330,364,The Lion King
331,365,Little Buddha
332,366,New Nightmare
333,367,The Mask
334,368,Maverick
335,369,Mrs. Parker and the Vicious Circle
336,370,The Naked Gun 33⅓: The Final Insult
337,371,The Paper
338,372,Reality Bites
339,373,Red Rock West
340,374,Ri¢hie Ri¢h
341,375,Safe Passage
342,376,The River Wild
343,377,Speed
344,378,Speechless
345,379,Timecop
346,380,True Lies
347,381,When a Man Loves a Woman
348,382,Wolf
349,383,Wyatt Earp
350,384,Bad Company
351,385,A Man of No Importance
352,386,S.F.W.
353,387,A Low Down Dirty Shame
354,388,"Boys Life: Three Stories of Love, Lust, and Liberation"
355,389,Colonel Chabert
356,390,"Faster, Pussycat! Kill! Kill!"
357,391,Jason's Lyric
358,392,The Secret Adventures of Tom Thumb
359,393,Street Fighter
360,394,Coldblooded
361,405,Highlander: The Final Dimension
362,407,In the Mouth of Madness
363,408,8 Seconds
364,409,Above the Rim
365,410,Addams Family Values
366,411,Martin Lawrence: You So Crazy
367,412,The Age of Innocence
368,413,Airheads
369,414,The Air Up There
370,415,Another Stakeout
371,416,Bad Girls
372,417,Barcelona
373,418,Being Human
374,419,The Beverly Hillbillies
375,420,Beverly Hills Cop III
376,421,Black Beauty
377,422,Blink
378,423,Blown Away
379,424,Blue Chips
380,425,Blue Sky
381,426,Body Snatchers
382,427,Boxing Helena
383,428,A Bronx Tale
384,429,Cabin Boy
385,430,Calendar Girl
386,431,Carlito's Way
387,432,City Slickers II: The Legend of Curly's Gold
388,433,Clean Slate
389,434,Cliffhanger
390,435,Coneheads
391,436,Color of Night
392,437,Cops & Robbersons
393,438,The Cowboy Way
394,440,Dave
395,441,Dazed and Confused
396,442,Demolition Man
397,443,The Endless Summer 2
398,444,Even Cowgirls Get the Blues
399,445,Fatal Instinct
400,446,Farewell My Concubine
401,447,The Favor
402,448,Fearless
403,449,Fear of a Black Hat
404,450,With Honors
405,451,Flesh and Bone
406,452,Widows' Peak
407,453,For Love or Money
408,454,The Firm
409,455,Free Willy
410,456,Fresh
411,457,The Fugitive
412,458,Geronimo: An American Legend
413,459,The Getaway
414,460,Getting Even with Dad
415,461,Go Fish
416,462,A Good Man in Africa
417,463,Guilty as Sin
418,464,Hard Target
419,465,Heaven & Earth
420,466,Hot Shots! Part Deux
421,467,Live Nude Girls
422,468,The Englishman Who Went Up a Hill But Came Down a Mountain
423,469,The House of the Spirits
424,470,House Party 3
425,471,The Hudsucker Proxy
426,472,I'll Do Anything
427,473,In the Army Now
428,474,In the Line of Fire
429,475,In the Name of the Father
430,476,The Inkwell
431,477,What's Love Got to Do with It
432,478,Jimmy Hollywood
433,479,Judgment Night
434,480,Jurassic Park
435,481,Kalifornia
436,482,Killing Zoe
437,483,King of the Hill
438,484,Lassie
439,485,Last Action Hero
440,486,Life With Mikey
441,487,Lightning Jack
442,488,M. Butterfly
443,489,Made in America
444,490,Malice
445,491,The Man without a Face
446,492,Manhattan Murder Mystery
447,493,Menace II Society
448,494,Executive Decision
449,495,In the Realm of the Senses
450,496,What Happened Was...
451,497,Much Ado About Nothing
452,498,Mr. Jones
453,499,Mr. Wonderful
454,500,Mrs. Doubtfire
455,501,Naked
456,502,The Next Karate Kid
457,503,The New Age
458,504,No Escape
459,505,North
460,506,Orlando
461,507,A Perfect World
462,508,Philadelphia
463,509,The Piano
464,510,Poetic Justice
465,511,The Program
466,512,The Puppet Masters
467,513,Radioland Murders
468,514,The Ref
469,515,The Remains of the Day
470,516,Renaissance Man
471,517,Rising Sun
472,518,The Road to Wellville
473,519,RoboCop 3
474,520,Robin Hood: Men in Tights
475,521,Romeo Is Bleeding
476,522,Romper Stomper
477,523,Ruby in Paradise
478,524,Rudy
479,525,The Saint of Fort Washington
480,526,Savage Nights
481,527,Schindler's List
482,528,The Scout
483,529,Searching for Bobby Fischer
484,531,The Secret Garden
485,532,Serial Mom
486,533,The Shadow
487,534,Shadowlands
488,535,Short Cuts
489,536,A Simple Twist of Fate
490,537,Sirens
491,538,Six Degrees of Separation
492,539,Sleepless in Seattle
493,540,Sliver
494,541,Blade Runner
495,542,Son in Law
496,543,So I Married an Axe Murderer
497,544,Striking Distance
498,546,Super Mario Bros.
499,547,Surviving the Game
500,548,Terminal Velocity
501,549,Thirty Two Short Films About Glenn Gould
502,550,Threesome
503,551,The Nightmare Before Christmas
504,552,The Three Musketeers
505,553,Tombstone
506,554,Trial by Jury
507,555,True Romance
508,556,The War Room
509,558,The Pagemaster
510,561,Killer
511,562,Welcome to the Dollhouse
512,563,Germinal
513,564,Chasers
514,565,Cronos
515,566,Naked in New York
516,567,Kika
517,568,Bhaji on the Beach
518,569,Little Big League
519,570,The Slingshot
520,573,"Ciao, Professore!"
521,574,Spanking the Monkey
522,575,The Little Rascals
523,577,Andre
524,580,Princess Caraboo
525,581,The Celluloid Closet
526,582,Café au Lait
527,583,Dear Diary
528,585,The Brady Bunch Movie
529,586,Home Alone
530,587,Ghost
531,588,Aladdin
532,589,Terminator 2: Judgment Day
533,590,Dances with Wolves
534,592,Batman
535,593,The Silence of the Lambs
536,594,Snow White and the Seven Dwarfs
537,595,Beauty and the Beast
538,596,Pinocchio
539,597,Pretty Woman
540,598,Window to Paris
541,599,The Wild Bunch
542,600,Love and a .45
543,601,The Wooden Man's Bride
544,602,A Great Day in Harlem
545,603,Bye Bye Love
546,605,One Fine Day
547,606,Candyman: Farewell to the Flesh
548,608,Fargo
549,609,Homeward Bound II: Lost in San Francisco
550,610,Heavy Metal
551,611,Hellraiser: Bloodline
552,612,The Pallbearer
553,613,Jane Eyre
554,614,Loaded
555,615,Bread and Chocolate
556,616,The Aristocats
557,617,The Flower of My Secret
558,618,Two Much
559,619,Ed
560,621,My Favorite Season
561,626,A Thin Line Between Love and Hate
562,627,The Last Supper
563,628,Primal Fear
564,630,Carried Away
565,631,All Dogs Go to Heaven 2
566,632,Land and Freedom
567,633,Denise Calls Up
568,634,Theodore Rex
569,635,A Family Thing
570,637,Sgt. Bilko
571,638,Jack & Sarah
572,639,Girl 6
573,640,Diabolique
574,645,Nelly and Monsieur Arnaud
575,647,Courage Under Fire
576,648,Mission: Impossible
577,649,Cold Fever
578,650,Moll Flanders
579,653,DragonHeart
580,656,Eddie
581,659,Purple Noon
582,660,August
583,661,James and the Giant Peach
584,662,Fear
585,663,Kids in the Hall: Brain Candy
586,664,Faithful
587,665,Underground
588,666,All Things Fair
589,667,Bloodsport II
590,668,Pather Panchali
591,670,The World of Apu
592,671,Mystery Science Theater 3000: The Movie
593,673,Space Jam
594,674,Barbarella
595,680,Alphaville
596,681,Coup de Torchon
597,685,It's My Party
598,688,Operation Dumbo Drop
599,691,Mrs. Winterbourne
600,692,Solo
601,694,The Substitute
602,696,Butterfly Kiss
603,697,Feeling Minnesota
604,698,Delta of Venus
605,700,Angus
606,701,Priest Daens
607,702,Faces
608,703,Boys
609,704,The Quest
610,705,Cosi
611,706,Sunset Park
612,707,Mulholland Falls
613,708,The Truth About Cats & Dogs
614,709,Oliver & Company
615,710,Celtic Pride
616,711,Flipper
617,712,Captives
618,713,Of Love and Shadows
619,714,Dead Man
620,715,The Horseman on the Roof
621,716,Switchblade Sisters
622,718,The Visitors
623,719,Multiplicity
624,722,"The Haunted World of Edward D. Wood, Jr."
625,724,The Craft
626,725,The Great White Hype
627,726,Last Dance
628,729,"Institute Benjamenta, or This Dream People Call Human Life"
629,731,Heaven's Prisoners
630,732,Original Gangstas
631,733,The Rock
632,735,Cemetery Man
633,736,Twister
634,737,Barb Wire
635,741,Ghost in the Shell
636,742,Thinner
637,743,Spy Hard
638,746,Force of Evil
639,747,The Stupids
640,748,The Arrival
641,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
642,751,Careful
643,753,A Month by the Lake
644,754,Gold Diggers: The Secret of Bear Mountain
645,755,Kim
646,756,Carmen Miranda: Bananas Is My Business
647,757,Ashes of Time
648,759,Maya Lin: A Strong Clear Vision
649,760,Stalingrad
650,761,The Phantom
651,762,Striptease
652,764,Heavy
653,765,Jack
654,766,I Shot Andy Warhol
655,767,The Grass Harp
656,771,Life is Rosy
657,775,Spirits of the Dead
658,778,Trainspotting
659,779,Til There Was You
660,780,Independence Day
661,781,Stealing Beauty
662,782,The Fan
663,783,The Hunchback of Notre Dame
664,784,The Cable Guy
665,785,Kingpin
666,786,Eraser
667,788,The Nutty Professor
668,793,My Life and Times With Antonin Artaud
669,797,The Old Lady Who Walked in the Sea
670,798,Daylight
671,799,The Frighteners
672,800,Lone Star
673,801,Harriet the Spy
674,802,Phenomenon
675,803,Walking and Talking
676,804,She's the One
677,805,A Time to Kill
678,806,American Buffalo
679,807,Rendezvous in Paris
680,808,Alaska
681,809,Fled
682,810,Kazaam
683,813,Larger Than Life
684,818,A Very Brady Sequel
685,823,La Collectionneuse
686,824,Kaspar Hauser
687,827,The Convent
688,828,The Adventures of Pinocchio
689,829,Joe's Apartment
690,830,The First Wives Club
691,831,Stonewall
692,832,Ransom
693,833,High School High
694,834,Phat Beach
695,835,Foxfire
696,836,Chain Reaction
697,837,Matilda
698,838,Emma
699,839,The Crow: City of Angels
700,840,House Arrest
701,841,Eyes Without a Face
702,842,Bordello of Blood
703,844,The Story of Xinghua
704,846,Flirt
705,847,The Big Squeeze
706,848,The Spitfire Grill
707,849,Escape from L.A.
708,850,Cyclo
709,851,Basquiat
710,852,Tin Cup
711,853,Dingo
712,854,The Ballad of Narayama
713,858,The Godfather
714,860,Maybe... Maybe Not
715,861,Police Story 3: Supercop
716,862,Manny & Lo
717,866,Bound
718,867,Carpool
719,869,Kansas City
720,870,Gone Fishin'
721,875,Nothing to Lose
722,876,Project S
723,877,Girls Town
724,879,The Relic
725,880,The Island of Dr. Moreau
726,881,First Kid
727,882,The Trigger Effect
728,885,Bogus
729,886,Bulletproof
730,889,1-900
731,891,Halloween: The Curse of Michael Myers
732,892,Twelfth Night
733,893,Mother Night
734,896,Wild Reeds
735,897,For Whom the Bell Tolls
736,898,The Philadelphia Story
737,899,Singin' in the Rain
738,900,An American in Paris
739,901,Funny Face
740,902,Breakfast at Tiffany's
741,903,Vertigo
742,904,Rear Window
743,905,It Happened One Night
744,906,Gaslight
745,907,The Gay Divorcee
746,908,North by Northwest
747,909,The Apartment
748,910,Some Like It Hot
749,911,Charade
750,912,Casablanca
751,913,The Maltese Falcon
752,914,My Fair Lady
753,915,Sabrina
754,916,Roman Holiday
755,917,The Little Princess
756,918,Meet Me in St. Louis
757,919,The Wizard of Oz
758,920,Gone with the Wind
759,921,My Favorite Year
760,922,Sunset Boulevard
761,923,Citizen Kane
762,924,2001: A Space Odyssey
763,926,All About Eve
764,927,The Women
765,928,Rebecca
766,929,Foreign Correspondent
767,930,Notorious
768,931,Spellbound
769,932,An Affair to Remember
770,933,To Catch a Thief
771,934,Father of the Bride
772,935,The Band Wagon
773,936,Ninotchka
774,937,Love in the Afternoon
775,938,Gigi
776,939,The Reluctant Debutante
777,940,The Adventures of Robin Hood
778,941,The Mark of Zorro
779,942,Laura
780,943,The Ghost and Mrs. Muir
781,944,Lost Horizon
782,945,Top Hat
783,946,To Be or Not to Be
784,947,My Man Godfrey
785,948,Giant
786,949,East of Eden
787,950,The Thin Man
788,951,His Girl Friday
789,952,Around the World in Eighty Days
790,953,It's a Wonderful Life
791,954,Mr. Smith Goes to Washington
792,955,Bringing Up Baby
793,956,Penny Serenade
794,957,The Scarlet Letter
795,959,Of Human Bondage
796,960,Angel on My Shoulder
797,961,Little Lord Fauntleroy
798,963,The Inspector General
799,964,Angel and the Badman
800,965,The 39 Steps
801,966,A Walk in the Sun
802,967,The Outlaw
803,968,Night of the Living Dead
804,969,The African Queen
805,970,Beat the Devil
806,971,Cat on a Hot Tin Roof
807,972,The Last Time I Saw Paris
808,973,Meet John Doe
809,974,Algiers
810,976,A Farewell to Arms
811,980,"Yes, Madam"
812,981,Dangerous Ground
813,982,Picnic
814,984,The Pompatus of Love
815,986,Fly Away Home
816,987,Bliss
817,988,Grace of My Heart
818,990,Maximum Risk
819,991,Michael Collins
820,992,The Rich Man's Wife
821,993,Infinity
822,994,Big Night
823,996,Last Man Standing
824,997,Caught
825,998,Set It Off
826,999,2 Days in the Valley
827,1000,Curdled
828,1002,Ed's Next Move
829,1003,Extreme Measures
830,1004,The Glimmer Man
831,1005,D3: The Mighty Ducks
832,1006,The Chamber
833,1007,The Apple Dumpling Gang
834,1008,"Davy Crockett, King of the Wild Frontier"
835,1009,Escape to Witch Mountain
836,1010,The Love Bug
837,1011,Herbie Rides Again
838,1012,Old Yeller
839,1013,The Parent Trap
840,1014,Pollyanna
841,1015,Homeward Bound: The Incredible Journey
842,1016,The Shaggy Dog
843,1017,Swiss Family Robinson
844,1018,That Darn Cat!
845,1019,"20,000 Leagues Under the Sea"
846,1020,Cool Runnings
847,1021,Angels in the Outfield
848,1022,Cinderella
849,1024,The Three Caballeros
850,1025,The Sword in the Stone
851,1026,So Dear to My Heart
852,1027,Robin Hood: Prince of Thieves
853,1028,Mary Poppins
854,1029,Dumbo
855,1030,Pete's Dragon
856,1031,Bedknobs and Broomsticks
857,1032,Alice in Wonderland
858,1033,The Fox and the Hound
859,1034,Freeway
860,1035,The Sound of Music
861,1036,Die Hard
862,1037,The Lawnmower Man
863,1038,Unhook the Stars
864,1040,The Secret Agent
865,1041,Secrets & Lies
866,1042,That Thing You Do!
867,1043,To Gillian on Her 37th Birthday
868,1044,Surviving Picasso
869,1046,Beautiful Thing
870,1047,The Long Kiss Goodnight
871,1049,The Ghost and the Darkness
872,1050,Looking for Richard
873,1051,Trees Lounge
874,1053,Normal Life
875,1054,Get on the Bus
876,1055,Shadow Conspiracy
877,1056,Jude
878,1057,Everyone Says I Love You
879,1058,Bitter Sugar
880,1059,Romeo + Juliet
881,1060,Swingers
882,1061,Sleepers
883,1063,Johns
884,1066,Shall We Dance
885,1067,A Damsel in Distress
886,1068,Crossfire
887,1069,"Murder, My Sweet"
888,1073,Willy Wonka & the Chocolate Factory
889,1075,The Sexual Life of the Belgians
890,1076,The Innocents
891,1077,Sleeper
892,1078,Bananas
893,1079,A Fish Called Wanda
894,1080,Life of Brian
895,1081,Victor/Victoria
896,1082,The Candidate
897,1083,The Great Race
898,1084,Bonnie and Clyde
899,1085,The Old Man and the Sea
900,1086,Dial M for Murder
901,1087,Madame Butterfly
902,1088,Dirty Dancing
903,1089,Reservoir Dogs
904,1090,Platoon
905,1091,Weekend at Bernie's
906,1092,Basic Instinct
907,1093,The Doors
908,1094,The Crying Game
909,1095,Glengarry Glen Ross
910,1096,Sophie's Choice
911,1097,E.T. the Extra-Terrestrial
912,1098,The Search for One-eye Jimmy
913,1099,A Christmas Carol
914,1100,Days of Thunder
915,1101,Top Gun
916,1103,Rebel Without a Cause
917,1104,A Streetcar Named Desire
918,1111,Microcosmos
919,1112,Palookaville
920,1113,The Associate
921,1114,The Funeral
922,1116,A Single Girl
923,1117,The Eighth Day
924,1119,Drunks
925,1120,The People vs. Larry Flynt
926,1121,Glory Daze
927,1123,A Perfect Candidate
928,1124,On Golden Pond
929,1125,The Return of the Pink Panther
930,1126,Drop Dead Fred
931,1127,The Abyss
932,1128,The Fog
933,1129,Escape from New York
934,1130,The Howling
935,1131,Jean de Florette
936,1132,Manon of the Spring
937,1135,Private Benjamin
938,1136,Monty Python and the Holy Grail
939,1144,The Line King: The Al Hirschfeld Story
940,1147,When We Were Kings
941,1150,The Return of Martin Guerre
942,1151,Faust
943,1152,He Walked by Night
944,1153,Raw Deal
945,1154,T-Men
946,1161,The Tin Drum
947,1162,The Ruling Class
948,1163,Mina Tannenbaum
949,1164,2 or 3 Things I Know About Her
950,1167,Dear God
951,1168,Bad Moon
952,1169,American Dream
953,1170,Best of the Best 3: No Turning Back
954,1171,Bob Roberts
955,1172,Cinema Paradiso
956,1173,"The Cook, the Thief, His Wife & Her Lover"
957,1175,Delicatessen
958,1176,The Double Life of Veronique
959,1177,Enchanted April
960,1178,Paths of Glory
961,1179,The Grifters
962,1180,Hear My Song
963,1183,The English Patient
964,1184,Mediterraneo
965,1185,My Left Foot: The Story of Christy Brown
966,1186,"Sex, Lies, and Videotape"
967,1187,Passion Fish
968,1188,Strictly Ballroom
969,1189,The Thin Blue Line
970,1190,Tie Me Up! Tie Me Down!
971,1191,Madonna: Truth or Dare
972,1192,Paris is Burning
973,1193,One Flew Over the Cuckoo's Nest
974,1194,Up in Smoke
975,1196,The Empire Strikes Back
976,1197,The Princess Bride
977,1198,Raiders of the Lost Ark
978,1199,Brazil
979,1200,Aliens
980,1201,"The Good, the Bad and the Ugly"
981,1202,Withnail & I
982,1203,12 Angry Men
983,1204,Lawrence of Arabia
984,1206,A Clockwork Orange
985,1207,To Kill a Mockingbird
986,1208,Apocalypse Now
987,1209,Once Upon a Time in the West
988,1210,Return of the Jedi
989,1211,Wings of Desire
990,1212,The Third Man
991,1213,GoodFellas
992,1214,Alien
993,1215,Army of Darkness
994,1216,The Big Blue
995,1217,Ran
996,1218,The Killer
997,1219,Psycho
998,1220,The Blues Brothers
999,1221,The Godfather: Part II
1000,1222,Full Metal Jacket
1001,1224,Henry V
1002,1225,Amadeus
1003,1226,The Quiet Man
1004,1227,Once Upon a Time in America
1005,1228,Raging Bull
1006,1230,Annie Hall
1007,1231,The Right Stuff
1008,1232,Stalker
1009,1233,Das Boot
1010,1234,The Sting
1011,1235,Harold and Maude
1012,1236,Trust
1013,1237,The Seventh Seal
1014,1238,Local Hero
1015,1240,The Terminator
1016,1241,Braindead
1017,1242,Glory
1018,1243,Rosencrantz & Guildenstern Are Dead
1019,1244,Manhattan
1020,1245,Miller's Crossing
1021,1246,Dead Poets Society
1022,1247,The Graduate
1023,1248,Touch of Evil
1024,1249,La Femme Nikita
1025,1250,The Bridge on the River Kwai
1026,1251,8½
1027,1252,Chinatown
1028,1253,The Day the Earth Stood Still
1029,1254,The Treasure of the Sierra Madre
1030,1255,Bad Taste
1031,1256,Duck Soup
1032,1257,Better Off Dead...
1033,1258,The Shining
1034,1259,Stand by Me
1035,1260,M
1036,1261,Evil Dead II
1037,1262,The Great Escape
1038,1263,The Deer Hunter
1039,1264,Diva
1040,1265,Groundhog Day
1041,1266,Unforgiven
1042,1267,The Manchurian Candidate
1043,1268,Pump up the Volume
1044,1269,Arsenic and Old Lace
1045,1270,Back to the Future
1046,1271,Fried Green Tomatoes
1047,1272,Patton
1048,1273,Down by Law
1049,1274,Akira
1050,1275,Highlander
1051,1276,Cool Hand Luke
1052,1277,Cyrano de Bergerac
1053,1278,Young Frankenstein
1054,1279,Night on Earth
1055,1280,Raise the Red Lantern
1056,1281,The Great Dictator
1057,1282,Fantasia
1058,1283,High Noon
1059,1284,The Big Sleep
1060,1285,Heathers
1061,1286,Somewhere in Time
1062,1287,Ben-Hur
1063,1288,This Is Spinal Tap
1064,1289,Koyaanisqatsi
1065,1290,Some Kind of Wonderful
1066,1291,Indiana Jones and the Last Crusade
1067,1292,Being There
1068,1293,Gandhi
1069,1295,The Unbearable Lightness of Being
1070,1296,A Room with a View
1071,1297,Real Genius
1072,1298,Pink Floyd: The Wall
1073,1299,The Killing Fields
1074,1300,My Life as a Dog
1075,1301,Forbidden Planet
1076,1302,Field of Dreams
1077,1303,The Man Who Would Be King
1078,1304,Butch Cassidy and the Sundance Kid
1079,1305,"Paris, Texas"
1080,1306,Until the End of the World
1081,1307,When Harry Met Sally...
1082,1310,Hype!
1083,1311,Santa with Muscles
1084,1312,Female Perversions
1085,1313,Mad Dog Time
1086,1317,I'm Not Rappaport
1087,1318,Blue Juice
1088,1320,Alien³
1089,1321,An American Werewolf in London
